NAME,TYPE,LOCATION,SUBSCRIPTION,RESOURCEGROUP,REPO(TAG)
PCIDBSYDSQL09/Microsoft.Insights.VMDiagnosticsSettings,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-uat-mxp-frm-01,
PCIDBSYDSQL09/Microsoft.Powershell.DSC,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-uat-mxp-frm-01,
PCIDBSYDSQL09/MicrosoftMonitoringAgent,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-uat-mxp-frm-01,
PCIDBSYDSQL09/SqlIaasExtension,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-uat-mxp-frm-01,
asg-aue-sit-mxp-frm-001,Microsoft.Network/applicationSecurityGroups,australiaeast,AU-PREPROD-SUB001,rg-aue-uat-mxp-frm-01,https://AustralianSuper@dev.azure.com/australiansuper/Cloud%20Migration/_git/inf-azure-forms
asg-aue-sit-mxp-frm-002,Microsoft.Network/applicationSecurityGroups,australiaeast,AU-PREPROD-SUB001,rg-aue-uat-mxp-frm-01,https://AustralianSuper@dev.azure.com/australiansuper/Cloud%20Migration/_git/inf-azure-forms
asg-aue-uat-mxp-frm-001,Microsoft.Network/applicationSecurityGroups,australiaeast,AU-PREPROD-SUB001,rg-aue-uat-mxp-frm-01,https://AustralianSuper@dev.azure.com/australiansuper/Cloud%20Migration/_git/inf-azure-forms
asg-aue-uat-mxp-frm-002,Microsoft.Network/applicationSecurityGroups,australiaeast,AU-PREPROD-SUB001,rg-aue-uat-mxp-frm-01,https://AustralianSuper@dev.azure.com/australiansuper/Cloud%20Migration/_git/inf-azure-forms
asg-aue-uat-mxp-frm-003,Microsoft.Network/applicationSecurityGroups,australiaeast,AU-PREPROD-SUB001,rg-aue-uat-mxp-frm-01,https://AustralianSuper@dev.azure.com/australiansuper/Cloud%20Migration/_git/inf-azure-forms
nic-PCIAPSYDMSS01,Microsoft.Network/networkInterfaces,australiaeast,AU-PREPROD-SUB001,rg-aue-uat-mxp-frm-01,
nic-PCIAPSYDMSS05,Microsoft.Network/networkInterfaces,australiaeast,AU-PREPROD-SUB001,rg-aue-uat-mxp-frm-01,
nic-PCIAPSYDMSS06,Microsoft.Network/networkInterfaces,australiaeast,AU-PREPROD-SUB001,rg-aue-uat-mxp-frm-01,
nic-PCIAPSYDMSS07,Microsoft.Network/networkInterfaces,australiaeast,AU-PREPROD-SUB001,rg-aue-uat-mxp-frm-01,
nic-PCIDBSYDDFS01,Microsoft.Network/networkInterfaces,australiaeast,AU-PREPROD-SUB001,rg-aue-uat-mxp-frm-01,
nic-PCIDBSYDSQL09,Microsoft.Network/networkInterfaces,australiaeast,AU-PREPROD-SUB001,rg-aue-uat-mxp-frm-01,
PCIDBSYDSQL09,Microsoft.SqlVirtualMachine/SqlVirtualMachines,australiaeast,AU-PREPROD-SUB001,rg-aue-uat-mxp-frm-01,
PCIAPSYDMSS03-datadisk-01,Microsoft.Compute/disks,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIAPSYDMSS03-OSdisk-00,Microsoft.Compute/disks,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIAPSYDMSS04-datadisk-01,Microsoft.Compute/disks,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIAPSYDMSS04-OSdisk-00,Microsoft.Compute/disks,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIAPSYDMSS08-datadisk-01,Microsoft.Compute/disks,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIAPSYDMSS08-OSdisk-00,Microsoft.Compute/disks,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIAPSYDMSS09-datadisk-01,Microsoft.Compute/disks,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIAPSYDMSS09-OSdisk-00,Microsoft.Compute/disks,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIDBSYDDFS02-datadisk-01,Microsoft.Compute/disks,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIDBSYDDFS02-OSdisk-00,Microsoft.Compute/disks,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIDBSYDSQL11-datadisk-01,Microsoft.Compute/disks,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIDBSYDSQL11-datadisk-02,Microsoft.Compute/disks,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIDBSYDSQL11-datadisk-03,Microsoft.Compute/disks,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIDBSYDSQL11-OSdisk-00,Microsoft.Compute/disks,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIDBSYDSQL12-datadisk-01,Microsoft.Compute/disks,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIDBSYDSQL12-datadisk-02,Microsoft.Compute/disks,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIDBSYDSQL12-datadisk-03,Microsoft.Compute/disks,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIDBSYDSQL12-OSdisk-00,Microsoft.Compute/disks,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIAPSYDMSS03,Microsoft.Compute/virtualMachines,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIAPSYDMSS03/AzurePolicyforWindows,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIAPSYDMSS03/enablevmaccess,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIAPSYDMSS03/MDE.Windows,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIAPSYDMSS03/Microsoft.Powershell.DSC,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIAPSYDMSS03/MicrosoftMonitoringAgent,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIAPSYDMSS04,Microsoft.Compute/virtualMachines,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIAPSYDMSS04/AzurePolicyforWindows,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIAPSYDMSS04/enablevmaccess,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIAPSYDMSS04/MDE.Windows,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIAPSYDMSS04/Microsoft.Powershell.DSC,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIAPSYDMSS04/MicrosoftMonitoringAgent,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIAPSYDMSS08,Microsoft.Compute/virtualMachines,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIAPSYDMSS08/AzurePolicyforWindows,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIAPSYDMSS08/enablevmaccess,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIAPSYDMSS08/MDE.Windows,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIAPSYDMSS08/Microsoft.Powershell.DSC,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIAPSYDMSS08/MicrosoftMonitoringAgent,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIAPSYDMSS09,Microsoft.Compute/virtualMachines,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIAPSYDMSS09/AzurePolicyforWindows,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIAPSYDMSS09/enablevmaccess,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIAPSYDMSS09/MDE.Windows,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIAPSYDMSS09/Microsoft.Powershell.DSC,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIAPSYDMSS09/MicrosoftMonitoringAgent,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIDBSYDDFS02,Microsoft.Compute/virtualMachines,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIDBSYDDFS02/AzurePolicyforWindows,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIDBSYDDFS02/enablevmaccess,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIDBSYDDFS02/MDE.Windows,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIDBSYDDFS02/Microsoft.Powershell.DSC,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIDBSYDDFS02/MicrosoftMonitoringAgent,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIDBSYDSQL11,Microsoft.Compute/virtualMachines,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
pcidbsydsql11/AzureBackupWindowsWorkload,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIDBSYDSQL11/AzureDiskEncryption,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIDBSYDSQL11/AzurePolicyforWindows,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIDBSYDSQL11/enablevmaccess,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIDBSYDSQL11/MDE.Windows,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIDBSYDSQL11/Microsoft.Powershell.DSC,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIDBSYDSQL11/MicrosoftMonitoringAgent,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIDBSYDSQL11/SqlIaasExtension,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIDBSYDSQL12,Microsoft.Compute/virtualMachines,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
pcidbsydsql12/AzureBackupWindowsWorkload,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIDBSYDSQL12/AzureDiskEncryption,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIDBSYDSQL12/AzurePolicyforWindows,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIDBSYDSQL12/enablevmaccess,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIDBSYDSQL12/MDE.Windows,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIDBSYDSQL12/Microsoft.Powershell.DSC,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIDBSYDSQL12/MicrosoftMonitoringAgent,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIDBSYDSQL12/SqlIaasExtension,Microsoft.Compute/virtualMachines/extensions,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
asg-aue-qa-mxp-frm-001,Microsoft.Network/applicationSecurityGroups,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,https://AustralianSuper@dev.azure.com/australiansuper/Cloud%20Migration/_git/inf-azure-forms
asg-aue-qa-mxp-frm-002,Microsoft.Network/applicationSecurityGroups,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,https://AustralianSuper@dev.azure.com/australiansuper/Cloud%20Migration/_git/inf-azure-forms
asg-aue-qa-mxp-frm-003,Microsoft.Network/applicationSecurityGroups,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,https://AustralianSuper@dev.azure.com/australiansuper/Cloud%20Migration/_git/inf-azure-forms
asg-aue-qa-mxp-frm-004,Microsoft.Network/applicationSecurityGroups,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,https://AustralianSuper@dev.azure.com/australiansuper/Cloud%20Migration/_git/inf-azure-forms
ilb-aue-qa-mxp-frm-001,Microsoft.Network/loadBalancers,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,https://AustralianSuper@dev.azure.com/australiansuper/Cloud%20Migration/_git/inf-azure-forms
nic-PCIAPSYDMSS03,Microsoft.Network/networkInterfaces,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
nic-PCIAPSYDMSS04,Microsoft.Network/networkInterfaces,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
nic-PCIAPSYDMSS08,Microsoft.Network/networkInterfaces,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
nic-PCIAPSYDMSS09,Microsoft.Network/networkInterfaces,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
nic-PCIDBSYDDFS02,Microsoft.Network/networkInterfaces,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
nic-PCIDBSYDSQL11,Microsoft.Network/networkInterfaces,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
nic-PCIDBSYDSQL12,Microsoft.Network/networkInterfaces,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIDBSYDSQL11,Microsoft.SqlVirtualMachine/SqlVirtualMachines,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
PCIDBSYDSQL12,Microsoft.SqlVirtualMachine/SqlVirtualMachines,australiaeast,AU-PREPROD-SUB001,rg-aue-qa-mxp-frm-01,
